"","session_ID","weekdayName","weekNumber","timeOfDay","total_sessDur","totalDistance","averageSpeed","averageAltitude","averageHeartRate","sessionDuration","totalCalories","userID","dayDateCol","timeCol","age","weight","gender","cluster","sessionDurationSeconds","sessionDurationFormatted3","startOfWeek"
"1",2,"Wednesday",1,"morning",NA,30.48,"31.78","23.97","89.37",40.77,"661.0","U1000000",2021-03-10,1899-12-31 07:00:00,33,80,"MALE","1",2446,"00:40:46",2021-03-08
"2",2,"Wednesday",1,"morning",NA,24.6,"27.16","34.15","124.01",37.87,"575.0","U1000000",2021-03-10,1899-12-31 06:00:00,33,80,"MALE","1",2272,"00:37:52",2021-03-08
"3",2,"Wednesday",1,"night",NA,0.95,"25.38","50.21","85.37",1.52,"31.0","U1000000",2021-03-10,1899-12-31 05:00:00,33,80,"MALE","1",91,"00:01:31",2021-03-08
"4",3,"Wednesday",1,"morning",NA,4.71,"24.87","17.23","83.6",9.63,"117.0","U1000000",2021-03-10,1899-12-31 08:00:00,33,80,"MALE","1",578,"00:09:38",2021-03-08
"5",10,"Sunday",1,"morning",NA,6.92,"31.06","61.9","139.97",8.98,"210.0","U1000000",2021-03-14,1899-12-31 08:00:00,33,80,"MALE","2",539,"00:08:59",2021-03-08
"6",10,"Sunday",1,"morning",NA,25.97,"30.74","16.83","106.38",35.12,"496.0","U1000000",2021-03-14,1899-12-31 07:00:00,33,80,"MALE","1",2107,"00:35:07",2021-03-08
"7",11,"Sunday",1,"morning",NA,21.1,"32.34","47.38","117.98",25.82,"489.0","U1000000",2021-03-14,1899-12-31 08:00:00,33,80,"MALE","2",1549,"00:25:49",2021-03-08
"8",11,"Sunday",1,"morning",NA,45047,"32.94","47.15","119.03",6.73,"121.0","U1000000",2021-03-14,1899-12-31 09:00:00,33,80,"MALE","1",404,"00:06:44",2021-03-08
"9",13,"Sunday",1,"morning",NA,45075,"26.47","47.76","111.11",8.78,"155.0","U1000000",2021-03-14,1899-12-31 10:00:00,33,80,"MALE","1",527,"00:08:47",2021-03-08
"10",16,"Tuesday",2,"night",NA,2.39,"24.48","36.48","61.83",4.77,"55.0","U1000000",2021-03-16,1899-12-31 05:00:00,33,80,"MALE","1",286,"00:04:46",2021-03-15
"11",17,"Tuesday",2,"morning",NA,26.77,"29.09","56.4","85.49",40.15,"668.0","U1000000",2021-03-16,1899-12-31 06:00:00,33,80,"MALE","1",2409,"00:40:09",2021-03-15
"12",17,"Tuesday",2,"morning",NA,11.39,"28.37","43.1","121.7",17.5,"270.0","U1000000",2021-03-16,1899-12-31 07:00:00,33,80,"MALE","1",1050,"00:17:30",2021-03-15
"13",22,"Friday",2,"morning",NA,33.27,"32.91","29.12","151.57",44.5,"506.0","U1000000",2021-03-19,1899-12-31 06:00:00,33,80,"MALE","2",2670,"00:44:30",2021-03-15
"14",22,"Friday",2,"night",NA,17.11,"26.87","45.93","158.19",27.23,"365.0","U1000000",2021-03-19,1899-12-31 05:00:00,33,80,"MALE","2",1634,"00:27:14",2021-03-15
"15",27,"Friday",3,"morning",NA,27.61,"30.3","38.92","166.49",35.72,"647.0","U1000000",2021-03-26,1899-12-31 07:00:00,33,80,"MALE","2",2143,"00:35:43",2021-03-22
"16",27,"Friday",3,"morning",NA,29.07,"29.5","45.95","167.17",39.07,"657.0","U1000000",2021-03-26,1899-12-31 06:00:00,33,80,"MALE","2",2344,"00:39:04",2021-03-22
"17",32,"Wednesday",4,"morning",NA,33.57,"34.56","20.99","170.29",41.88,"673.0","U1000000",2021-03-31,1899-12-31 06:00:00,33,80,"MALE","2",2513,"00:41:53",2021-03-29
"18",32,"Wednesday",4,"morning",NA,2.64,"25.4","20.31","171.12",4.57,"85.0","U1000000",2021-03-31,1899-12-31 07:00:00,33,80,"MALE","2",274,"00:04:34",2021-03-29
"19",32,"Wednesday",4,"night",NA,19.51,"32.03","41.51","170.76",25.57,"423.0","U1000000",2021-03-31,1899-12-31 05:00:00,33,80,"MALE","2",1534,"00:25:34",2021-03-29
"20",33,"Thursday",4,"morning",NA,28.33,"29.17","14.52","133.04",39.63,"613.0","U1000000",2021-04-01,1899-12-31 07:00:00,33,80,"MALE","2",2378,"00:39:38",2021-03-29
"21",33,"Thursday",4,"morning",NA,24.45,"25.64","26.95","144.88",40.5,"494.0","U1000000",2021-04-01,1899-12-31 06:00:00,33,80,"MALE","2",2430,"00:40:30",2021-03-29
"22",34,"Saturday",4,"afternoon",NA,36.47,"30.91","6.72","184.4",27.27,"922.0","U1000000",2021-04-03,1899-12-31 13:00:00,33,80,"MALE","2",1636,"00:27:16",2021-03-29
"23",34,"Saturday",4,"afternoon",NA,16.12,"27.06","5.41","170.76",29.85,"425.0","U1000000",2021-04-03,1899-12-31 12:00:00,33,80,"MALE","2",1791,"00:29:51",2021-03-29
"24",35,"Sunday",4,"morning",NA,22.01,"27.69","22.73","150.23",30.72,"558.0","U1000000",2021-04-04,1899-12-31 09:00:00,33,80,"MALE","2",1843,"00:30:43",2021-03-29
"25",35,"Sunday",4,"morning",NA,0.53,"27.51","30.84","153.9",0.8,"16.0","U1000000",2021-04-04,1899-12-31 10:00:00,33,80,"MALE","1",48,"00:00:48",2021-03-29
"26",36,"Tuesday",5,"night",NA,44959,"21.61","27.41","126.45",4.35,"46.0","U1000000",2021-04-06,1899-12-31 05:00:00,33,80,"MALE","1",261,"00:04:21",2021-04-05
"27",37,"Tuesday",5,"morning",NA,29.05,"30.33","42.33","126.46",40.43,"680.0","U1000000",2021-04-06,1899-12-31 06:00:00,33,80,"MALE","2",2426,"00:40:26",2021-04-05
"28",50,"Monday",6,"evening",NA,9.97,"27.5","-7.47","122.22",14.07,"217.0","U1000000",2021-04-12,1899-12-31 17:00:00,33,80,"MALE","1",844,"00:14:04",2021-04-12
"29",50,"Monday",6,"evening",NA,13.84,"25.89","31.02","127.89",21.27,"350.0","U1000000",2021-04-12,1899-12-31 18:00:00,33,80,"MALE","1",1276,"00:21:16",2021-04-12
"30",55,"Friday",6,"evening",NA,0.81,"23.15","31.06","146.56",1.97,"29.0","U1000000",2021-04-16,1899-12-31 16:00:00,33,80,"MALE","1",118,"00:01:58",2021-04-12
"31",55,"Friday",6,"evening",NA,12,"21.48","43.47","159.55",24.93,"542.0","U1000000",2021-04-16,1899-12-31 17:00:00,33,80,"MALE","2",1496,"00:24:56",2021-04-12
"32",56,"Saturday",6,"morning",NA,45200,"30.6","45.22","126.34",13.87,"249.0","U1000000",2021-04-17,1899-12-31 07:00:00,33,80,"MALE","1",832,"00:13:52",2021-04-12
"33",57,"Saturday",6,"morning",NA,11.75,"25.48","42.98","156.68",20.67,"268.0","U1000000",2021-04-17,1899-12-31 07:00:00,33,80,"MALE","2",1240,"00:20:40",2021-04-12
"34",57,"Saturday",6,"morning",NA,24.42,"26.81","58.21","150.73",40.3,"560.0","U1000000",2021-04-17,1899-12-31 09:00:00,33,80,"MALE","2",2418,"00:40:18",2021-04-12
"35",57,"Saturday",6,"morning",NA,45052,"27.16","36.46","150.54",7.85,"113.0","U1000000",2021-04-17,1899-12-31 10:00:00,33,80,"MALE","1",471,"00:07:51",2021-04-12
"36",57,"Saturday",6,"morning",NA,21.49,"25.57","76.0","164.72",37.45,"620.0","U1000000",2021-04-17,1899-12-31 08:00:00,33,80,"MALE","2",2247,"00:37:27",2021-04-12
"37",62,"Saturday",7,"morning",NA,0.13,"13.4","173.41","169.66",0.48,"14.0","U1000000",2021-04-24,1899-12-31 09:00:00,33,80,"MALE","1",29,"00:00:29",2021-04-19
"38",62,"Saturday",7,"morning",NA,22.06,"24.81","107.92","161.63",40.85,"623.0","U1000000",2021-04-24,1899-12-31 08:00:00,33,80,"MALE","2",2451,"00:40:51",2021-04-19
"39",62,"Saturday",7,"morning",NA,22.23,"26.4","74.92","143.18",36.85,"553.0","U1000000",2021-04-24,1899-12-31 07:00:00,33,80,"MALE","2",2211,"00:36:51",2021-04-19
"40",63,"Saturday",7,"morning",NA,20.72,"27.97","93.9","152.41",32.4,"465.0","U1000000",2021-04-24,1899-12-31 09:00:00,33,80,"MALE","2",1944,"00:32:24",2021-04-19
"41",63,"Saturday",7,"morning",NA,45109,"31.56","67.23","166.22",9.52,"147.0","U1000000",2021-04-24,1899-12-31 10:00:00,33,80,"MALE","1",571,"00:09:31",2021-04-19
"42",78,"Saturday",8,"morning",NA,5.98,"29.54","16.2","118.23",8.73,"141.0","U1000000",2021-05-01,1899-12-31 06:00:00,33,80,"MALE","1",524,"00:08:44",2021-04-26
"43",78,"Saturday",8,"morning",NA,25.03,"29.95","45262.0","122.27",31.63,"599.0","U1000000",2021-05-01,1899-12-31 07:00:00,33,80,"MALE","2",1898,"00:31:38",2021-04-26
"44",87,"Friday",9,"afternoon",NA,31.6,"31.87","21.87","115.35",36.62,"724.0","U1000000",2021-05-07,1899-12-31 15:00:00,33,80,"MALE","2",2197,"00:36:37",2021-05-03
"45",87,"Friday",9,"afternoon",NA,14.36,"27.78","16.22","86.59",21.62,"345.0","U1000000",2021-05-07,1899-12-31 14:00:00,33,80,"MALE","1",1297,"00:21:37",2021-05-03
"46",87,"Friday",9,"evening",NA,65.11,"27.16","20.59","114.69",27.95,"1539.0","U1000000",2021-05-07,1899-12-31 16:00:00,33,80,"MALE","2",1677,"00:27:57",2021-05-03
"47",103,"Sunday",10,"morning",NA,0.54,"22.4","45275.0","122.93",0.95,"10.0","U1000000",2021-05-16,1899-12-31 11:00:00,33,80,"MALE","1",57,"00:00:57",2021-05-10
"48",103,"Sunday",10,"morning",NA,22.29,"26.47","4.66","135.16",34.6,"483.0","U1000000",2021-05-16,1899-12-31 10:00:00,33,80,"MALE","1",2076,"00:34:36",2021-05-10
"49",103,"Sunday",10,"morning",NA,13.65,"26.39","45041.0","108.85",22.33,"281.0","U1000000",2021-05-16,1899-12-31 09:00:00,33,80,"MALE","1",1340,"00:22:20",2021-05-10
"50",104,"Sunday",10,"morning",NA,0.6,"19.68","12.68","120.39",1.68,"9.0","U1000000",2021-05-16,1899-12-31 11:00:00,33,80,"MALE","1",101,"00:01:41",2021-05-10
"51",114,"Friday",11,"morning",NA,21.88,"27.95","16.2","131.68",31.25,"449.0","U1000000",2021-05-21,1899-12-31 06:00:00,33,80,"MALE","1",1875,"00:31:15",2021-05-17
"52",114,"Friday",11,"morning",NA,25,"30.89","12.71","159.38",30.9,"489.0","U1000000",2021-05-21,1899-12-31 07:00:00,33,80,"MALE","2",1854,"00:30:54",2021-05-17
"53",119,"Thursday",12,"evening",NA,12.68,"27.1","1.67","113.8",19.9,"276.0","U1000000",2021-05-27,1899-12-31 16:00:00,33,80,"MALE","1",1194,"00:19:54",2021-05-24
"54",119,"Thursday",12,"evening",NA,27.55,"28.91","-0.53","159.08",39.68,"624.0","U1000000",2021-05-27,1899-12-31 17:00:00,33,80,"MALE","2",2381,"00:39:41",2021-05-24
"55",120,"Saturday",12,"morning",NA,45222,"27.92","33.61","146.47",15.42,"272.0","U1000000",2021-05-29,1899-12-31 11:00:00,33,80,"MALE","1",925,"00:15:25",2021-05-24
"56",120,"Saturday",12,"morning",NA,21.14,"31.54","24.12","138.88",26.73,"527.0","U1000000",2021-05-29,1899-12-31 10:00:00,33,80,"MALE","2",1604,"00:26:44",2021-05-24
"57",127,"Wednesday",13,"morning",NA,22.25,"27.59","58.35","95.46",32.12,"593.0","U1000000",2021-06-02,1899-12-31 08:00:00,33,80,"MALE","1",1927,"00:32:07",2021-05-31
"58",127,"Wednesday",13,"morning",NA,9.85,"29.73","51.5","105.86",11.95,"263.0","U1000000",2021-06-02,1899-12-31 09:00:00,33,80,"MALE","1",717,"00:11:57",2021-05-31
"59",128,"Wednesday",13,"morning",NA,45218,"25.93","59.15","118.84",17.18,"244.0","U1000000",2021-06-02,1899-12-31 09:00:00,33,80,"MALE","1",1031,"00:17:11",2021-05-31
"60",128,"Wednesday",13,"morning",NA,44973,"24.27","64.67","120.35",3.92,"46.0","U1000000",2021-06-02,1899-12-31 10:00:00,33,80,"MALE","1",235,"00:03:55",2021-05-31
"61",131,"Friday",13,"evening",NA,17.08,"27.69","29.85","97.95",25.43,"466.0","U1000000",2021-06-04,1899-12-31 16:00:00,33,80,"MALE","1",1526,"00:25:26",2021-05-31
"62",131,"Friday",13,"evening",NA,8.57,"23.29","21.05","120.98",16.28,"209.0","U1000000",2021-06-04,1899-12-31 17:00:00,33,80,"MALE","1",977,"00:16:17",2021-05-31
"63",132,"Saturday",13,"morning",NA,12.96,"29.74","72.01","115.32",17.23,"352.0","U1000000",2021-06-05,1899-12-31 09:00:00,33,80,"MALE","1",1034,"00:17:14",2021-05-31
"64",132,"Saturday",13,"morning",NA,24.91,"30.61","50.97","107.5",31.62,"624.0","U1000000",2021-06-05,1899-12-31 08:00:00,33,80,"MALE","1",1897,"00:31:37",2021-05-31
"65",134,"Friday",14,"evening",NA,45222,"29.46","22.71","143.43",13.95,"261.0","U1000000",2021-06-11,1899-12-31 17:00:00,33,80,"MALE","1",837,"00:13:57",2021-06-07
"66",134,"Friday",14,"evening",NA,15.13,"27.81","23.91","101.84",21.62,"372.0","U1000000",2021-06-11,1899-12-31 16:00:00,33,80,"MALE","1",1297,"00:21:37",2021-06-07
"67",135,"Sunday",14,"morning",NA,45084,"29.09","39.81","97.53",9.35,"163.0","U1000000",2021-06-13,1899-12-31 07:00:00,33,80,"MALE","1",561,"00:09:21",2021-06-07
"68",135,"Sunday",14,"morning",NA,33.14,"33.0","28.81","129.64",38.2,"735.0","U1000000",2021-06-13,1899-12-31 06:00:00,33,80,"MALE","2",2292,"00:38:12",2021-06-07
"69",135,"Sunday",14,"night",NA,14.08,"30.5","35.57","96.31",18.97,"345.0","U1000000",2021-06-13,1899-12-31 05:00:00,33,80,"MALE","1",1138,"00:18:58",2021-06-07
"70",136,"Sunday",14,"morning",NA,9.61,"31.21","32.66","106.81",13.57,"227.0","U1000000",2021-06-13,1899-12-31 07:00:00,33,80,"MALE","1",814,"00:13:34",2021-06-07
"71",136,"Sunday",14,"morning",NA,10.93,"36.89","24.92","95.28",11.63,"259.0","U1000000",2021-06-13,1899-12-31 08:00:00,33,80,"MALE","1",698,"00:11:38",2021-06-07
"72",137,"Sunday",14,"morning",NA,18.43,"33.98","29.2","111.35",21.12,"433.0","U1000000",2021-06-13,1899-12-31 08:00:00,33,80,"MALE","1",1267,"00:21:07",2021-06-07
"73",137,"Sunday",14,"morning",NA,45262,"27.2","25.56","111.76",17.8,"291.0","U1000000",2021-06-13,1899-12-31 09:00:00,33,80,"MALE","1",1068,"00:17:48",2021-06-07
"74",140,"Monday",15,"afternoon",NA,10.74,"24.55","42.23","98.57",21.32,"266.0","U1000000",2021-06-14,1899-12-31 12:00:00,33,80,"MALE","1",1279,"00:21:19",2021-06-14
"75",140,"Monday",15,"afternoon",NA,15.25,"22.49","40.63","127.81",31.73,"346.0","U1000000",2021-06-14,1899-12-31 13:00:00,33,80,"MALE","1",1904,"00:31:44",2021-06-14
"76",141,"Tuesday",15,"morning",NA,25.31,"27.25","45.84","104.29",43,"549.0","U1000000",2021-06-15,1899-12-31 06:00:00,33,80,"MALE","1",2580,"00:43:00",2021-06-14
"77",141,"Tuesday",15,"morning",NA,13.49,"25.04","43.42","90.17",24.45,"318.0","U1000000",2021-06-15,1899-12-31 07:00:00,33,80,"MALE","1",1467,"00:24:27",2021-06-14
"78",142,"Thursday",15,"night",NA,45140,"28.33","19.96","105.26",11.58,"190.0","U1000000",2021-06-17,1899-12-31 05:00:00,33,80,"MALE","1",695,"00:11:35",2021-06-14
"79",143,"Thursday",15,"morning",NA,28.99,"29.83","15.04","92.2",39.63,"666.0","U1000000",2021-06-17,1899-12-31 07:00:00,33,80,"MALE","1",2378,"00:39:38",2021-06-14
"80",143,"Thursday",15,"morning",NA,24.62,"26.79","25.35","115.71",37.22,"470.0","U1000000",2021-06-17,1899-12-31 06:00:00,33,80,"MALE","1",2233,"00:37:13",2021-06-14
"81",143,"Thursday",15,"morning",NA,45016,"22.18","25.82","80.57",6.88,"85.0","U1000000",2021-06-17,1899-12-31 08:00:00,33,80,"MALE","1",413,"00:06:53",2021-06-14
"82",146,"Saturday",15,"morning",NA,13.9,"24.43","19.72","120.91",26.17,"334.0","U1000000",2021-06-19,1899-12-31 07:00:00,33,80,"MALE","1",1570,"00:26:10",2021-06-14
"83",146,"Saturday",15,"morning",NA,18.77,"23.92","49.55","115.55",36,"629.0","U1000000",2021-06-19,1899-12-31 08:00:00,33,80,"MALE","1",2160,"00:36:00",2021-06-14
"84",147,"Saturday",15,"morning",NA,20.39,"27.75","27.01","119.57",32.75,"521.0","U1000000",2021-06-19,1899-12-31 09:00:00,33,80,"MALE","1",1965,"00:32:45",2021-06-14
"85",147,"Saturday",15,"morning",NA,45160,"25.93","10.36","111.67",14.17,"197.0","U1000000",2021-06-19,1899-12-31 10:00:00,33,80,"MALE","1",850,"00:14:10",2021-06-14
"86",148,"Sunday",15,"morning",NA,8.92,"28.88","24.23","86.89",11.78,"229.0","U1000000",2021-06-20,1899-12-31 06:00:00,33,80,"MALE","1",707,"00:11:47",2021-06-14
"87",149,"Sunday",15,"morning",NA,30.03,"31.09","21.51","98.65",39.6,"606.0","U1000000",2021-06-20,1899-12-31 10:00:00,33,80,"MALE","1",2376,"00:39:36",2021-06-14
"88",149,"Sunday",15,"morning",NA,28.96,"30.02","20.81","110.37",39.38,"545.0","U1000000",2021-06-20,1899-12-31 08:00:00,33,80,"MALE","1",2363,"00:39:23",2021-06-14
"89",149,"Sunday",15,"morning",NA,26.13,"29.89","39.41","96.34",35.92,"585.0","U1000000",2021-06-20,1899-12-31 09:00:00,33,80,"MALE","1",2155,"00:35:55",2021-06-14
"90",149,"Sunday",15,"morning",NA,14.33,"30.31","16.28","107.98",19.3,"220.0","U1000000",2021-06-20,1899-12-31 07:00:00,33,80,"MALE","1",1158,"00:19:18",2021-06-14
"91",151,"Tuesday",16,"morning",NA,28.21,"30.41","59.6","121.85",40.63,"657.0","U1000000",2021-06-22,1899-12-31 06:00:00,33,80,"MALE","2",2438,"00:40:38",2021-06-21
"92",151,"Tuesday",16,"morning",NA,9.54,"30.06","43.15","123.71",14.22,"214.0","U1000000",2021-06-22,1899-12-31 07:00:00,33,80,"MALE","1",853,"00:14:13",2021-06-21
"93",151,"Tuesday",16,"night",NA,0,"0.0","36.2","115.0",0.02,"0.0","U1000000",2021-06-22,1899-12-31 05:00:00,33,80,"MALE","1",1,"00:00:01",2021-06-21
"94",154,"Sunday",16,"afternoon",NA,26.55,"27.49","40.45","116.62",38.72,"778.0","U1000000",2021-06-27,1899-12-31 15:00:00,33,80,"MALE","1",2323,"00:38:43",2021-06-21
"95",154,"Sunday",16,"afternoon",NA,44962,"24.68","25.73","96.04",3.38,"64.0","U1000000",2021-06-27,1899-12-31 14:00:00,33,80,"MALE","1",203,"00:03:23",2021-06-21
"96",154,"Sunday",16,"evening",NA,30.27,"30.47","13.71","117.32",35.97,"822.0","U1000000",2021-06-27,1899-12-31 16:00:00,33,80,"MALE","2",2158,"00:35:58",2021-06-21
"97",155,"Tuesday",17,"night",NA,44983,"24.31","35.66","84.61",4.93,"58.0","U1000000",2021-06-29,1899-12-31 05:00:00,33,80,"MALE","1",296,"00:04:56",2021-06-28
"98",156,"Tuesday",17,"morning",NA,28.67,"29.85","49.16","96.87",41.95,"725.0","U1000000",2021-06-29,1899-12-31 06:00:00,33,80,"MALE","1",2517,"00:41:57",2021-06-28
"99",156,"Tuesday",17,"morning",NA,45177,"30.21","33.34","83.51",13.82,"220.0","U1000000",2021-06-29,1899-12-31 07:00:00,33,80,"MALE","1",829,"00:13:49",2021-06-28
"100",160,"Thursday",17,"morning",NA,27.95,"28.81","17.85","110.28",38.93,"641.0","U1000000",2021-07-01,1899-12-31 06:00:00,33,80,"MALE","1",2336,"00:38:56",2021-06-28
"101",160,"Thursday",17,"morning",NA,25.41,"27.26","45000.0","102.95",38.07,"601.0","U1000000",2021-07-01,1899-12-31 07:00:00,33,80,"MALE","1",2284,"00:38:04",2021-06-28
"102",160,"Thursday",17,"morning",NA,13.64,"25.96","22.55","74.71",22.77,"358.0","U1000000",2021-07-01,1899-12-31 08:00:00,33,80,"MALE","1",1366,"00:22:46",2021-06-28
"103",160,"Thursday",17,"night",NA,9.56,"27.08","45285.0","124.23",14.33,"213.0","U1000000",2021-07-01,1899-12-31 05:00:00,33,80,"MALE","1",860,"00:14:20",2021-06-28
"104",170,"Saturday",18,"morning",NA,5.61,"28.61","-22.61","80.84",8.52,"135.0","U1000000",2021-07-10,1899-12-31 09:00:00,33,80,"MALE","1",511,"00:08:31",2021-07-05
"105",170,"Saturday",18,"morning",NA,12.48,"24.74","-9.63","85.24",23.68,"320.0","U1000000",2021-07-10,1899-12-31 07:00:00,33,80,"MALE","1",1421,"00:23:41",2021-07-05
"106",170,"Saturday",18,"morning",NA,23.76,"27.38","0.3","98.39",37.43,"686.0","U1000000",2021-07-10,1899-12-31 08:00:00,33,80,"MALE","1",2246,"00:37:26",2021-07-05
"107",188,"Sunday",19,"evening",NA,18.15,"28.73","22.12","166.4",26.07,"500.0","U1000000",2021-08-01,1899-12-31 17:00:00,33,80,"MALE","2",1564,"00:26:04",2021-07-26
"108",190,"Monday",20,"morning",NA,14.93,"26.41","54.66","151.73",22.78,"455.0","U1000000",2021-08-02,1899-12-31 06:00:00,33,80,"MALE","2",1367,"00:22:47",2021-08-02
"109",191,"Monday",20,"afternoon",NA,15.87,"30.08","58.98","163.27",22.47,"379.0","U1000000",2021-08-02,1899-12-31 15:00:00,33,80,"MALE","2",1348,"00:22:28",2021-08-02
"110",190,"Monday",20,"morning",NA,21.47,"27.34","58.88","151.78",33.47,"579.0","U1000000",2021-08-02,1899-12-31 07:00:00,33,80,"MALE","2",2008,"00:33:28",2021-08-02
"111",191,"Monday",20,"afternoon",NA,45257,"25.96","18.51","157.46",17.75,"270.0","U1000000",2021-08-02,1899-12-31 14:00:00,33,80,"MALE","1",1065,"00:17:45",2021-08-02
"112",194,"Sunday",20,"afternoon",NA,30.14,"32.18","27.2","170.99",35.62,"743.0","U1000000",2021-08-08,1899-12-31 12:00:00,33,80,"MALE","2",2137,"00:35:37",2021-08-02
"113",194,"Sunday",20,"afternoon",NA,18.57,"30.83","34.42","170.07",22.57,"482.0","U1000000",2021-08-08,1899-12-31 13:00:00,33,80,"MALE","2",1354,"00:22:34",2021-08-02
"114",195,"Monday",21,"morning",NA,5.53,"24.16","25.66","136.95",11.33,"114.0","U1000000",2021-08-09,1899-12-31 06:00:00,33,80,"MALE","1",680,"00:11:20",2021-08-09
"115",196,"Monday",21,"morning",NA,11.71,"32.18","34.72","166.89",13.35,"313.0","U1000000",2021-08-09,1899-12-31 06:00:00,33,80,"MALE","2",801,"00:13:21",2021-08-09
"116",196,"Monday",21,"morning",NA,25.47,"17.49","39.53","136.72",43.75,"657.0","U1000000",2021-08-09,1899-12-31 07:00:00,33,80,"MALE","1",2625,"00:43:45",2021-08-09
"117",197,"Friday",21,"morning",NA,0.46,"23.47","21.62","160.2",0.67,"11.0","U1000000",2021-08-13,1899-12-31 08:00:00,33,80,"MALE","1",40,"00:00:40",2021-08-09
"118",197,"Friday",21,"morning",NA,25.45,"27.44","13.99","168.57",36.6,"688.0","U1000000",2021-08-13,1899-12-31 07:00:00,33,80,"MALE","2",2196,"00:36:36",2021-08-09
"119",197,"Friday",21,"morning",NA,24.82,"28.68","24.22","160.27",36.13,"612.0","U1000000",2021-08-13,1899-12-31 06:00:00,33,80,"MALE","2",2168,"00:36:08",2021-08-09
"120",198,"Saturday",21,"morning",NA,22.71,"29.16","-7.3","167.87",30.7,"590.0","U1000000",2021-08-14,1899-12-31 09:00:00,33,80,"MALE","2",1842,"00:30:42",2021-08-09
"121",198,"Saturday",21,"morning",NA,3.93,"24.26","0.87","171.25",6.83,"107.0","U1000000",2021-08-14,1899-12-31 10:00:00,33,80,"MALE","2",410,"00:06:50",2021-08-09
"122",199,"Sunday",21,"evening",NA,19.86,"30.27","34.39","158.28",27.7,"463.0","U1000000",2021-08-15,1899-12-31 17:00:00,33,80,"MALE","2",1662,"00:27:42",2021-08-09
"123",199,"Sunday",21,"evening",NA,13.3,"34.28","61.14","173.63",14.62,"329.0","U1000000",2021-08-15,1899-12-31 18:00:00,33,80,"MALE","2",877,"00:14:37",2021-08-09
"124",200,"Monday",22,"evening",NA,21.64,"26.89","33.4","166.7",34.33,"595.0","U1000000",2021-08-16,1899-12-31 20:00:00,33,80,"MALE","2",2060,"00:34:20",2021-08-16
"125",201,"Wednesday",22,"morning",NA,15.58,"27.63","22.39","161.64",22.9,"410.0","U1000000",2021-08-18,1899-12-31 10:00:00,33,80,"MALE","2",1374,"00:22:54",2021-08-16
"126",201,"Wednesday",22,"morning",NA,12.38,"26.63","40.52","170.45",18.25,"360.0","U1000000",2021-08-18,1899-12-31 11:00:00,33,80,"MALE","2",1095,"00:18:15",2021-08-16
"127",203,"Thursday",22,"evening",NA,18.13,"30.36","22.28","156.91",23.27,"437.0","U1000000",2021-08-19,1899-12-31 16:00:00,33,80,"MALE","2",1396,"00:23:16",2021-08-16
"128",205,"Saturday",22,"afternoon",NA,20.44,"25.79","25.71","165.79",31.5,"505.0","U1000000",2021-08-21,1899-12-31 13:00:00,33,80,"MALE","2",1890,"00:31:30",2021-08-16
"129",205,"Saturday",22,"afternoon",NA,26.37,"27.91","31.01","167.28",37.37,"652.0","U1000000",2021-08-21,1899-12-31 12:00:00,33,80,"MALE","2",2242,"00:37:22",2021-08-16
"130",206,"Sunday",22,"morning",NA,30.45,"30.87","32.97","162.14",36.8,"724.0","U1000000",2021-08-22,1899-12-31 09:00:00,33,80,"MALE","2",2208,"00:36:48",2021-08-16
"131",206,"Sunday",22,"morning",NA,45252,"26.34","29.62","148.46",17.27,"273.0","U1000000",2021-08-22,1899-12-31 08:00:00,33,80,"MALE","1",1036,"00:17:16",2021-08-16
"132",206,"Sunday",22,"morning",NA,17.76,"23.17","35.11","159.2",28.58,"495.0","U1000000",2021-08-22,1899-12-31 10:00:00,33,80,"MALE","2",1715,"00:28:35",2021-08-16
"133",207,"Thursday",23,"morning",NA,0.38,"23.72","31.65","155.94",0.78,"9.0","U1000000",2021-08-26,1899-12-31 09:00:00,33,80,"MALE","1",47,"00:00:47",2021-08-23
"134",207,"Thursday",23,"morning",NA,25.08,"29.26","25.37","161.11",34.05,"603.0","U1000000",2021-08-26,1899-12-31 08:00:00,33,80,"MALE","2",2043,"00:34:03",2021-08-23
"135",208,"Friday",23,"morning",NA,21.52,"29.33","19.46","164.92",29.08,"545.0","U1000000",2021-08-27,1899-12-31 07:00:00,33,80,"MALE","2",1745,"00:29:05",2021-08-23
"136",208,"Friday",23,"morning",NA,20.54,"27.56","25.49","150.97",30.3,"483.0","U1000000",2021-08-27,1899-12-31 06:00:00,33,80,"MALE","2",1818,"00:30:18",2021-08-23
"137",209,"Saturday",23,"morning",NA,23.38,"28.05","42.11","158.98",33.08,"617.0","U1000000",2021-08-28,1899-12-31 08:00:00,33,80,"MALE","2",1985,"00:33:05",2021-08-23
"138",209,"Saturday",23,"morning",NA,28.65,"30.75","26.49","166.61",35.77,"677.0","U1000000",2021-08-28,1899-12-31 09:00:00,33,80,"MALE","2",2146,"00:35:46",2021-08-23
"139",212,"Monday",24,"afternoon",NA,17.83,"31.36","24.7","170.21",21.02,"418.0","U1000000",2021-08-30,1899-12-31 15:00:00,33,80,"MALE","2",1261,"00:21:01",2021-08-30
"140",212,"Monday",24,"afternoon",NA,1.54,"26.57","35.24","137.12",2.57,"34.0","U1000000",2021-08-30,1899-12-31 14:00:00,33,80,"MALE","1",154,"00:02:34",2021-08-30
