"","session_ID","weekdayName","weekNumber","timeOfDay","total_sessDur","totalDistance","averageSpeed","averageAltitude","averageHeartRate","sessionDuration","totalCalories","userID","dayDateCol","timeCol","age","weight","gender","cluster","sessionDurationSeconds","sessionDurationFormatted3","startOfWeek"
"281",315,"Wednesday",40,"morning",NA,25.82,"28.61","172.82","157.15",36.48,"798.0","U1000000",2021-12-29,1899-12-31 08:00:00,33,80,"MALE","2",2189,"00:36:29",2021-12-27
"282",316,"Wednesday",40,"morning",NA,15.72,"33.45","75.34","156.45",20.13,"355.0","U1000000",2021-12-29,1899-12-31 10:00:00,33,80,"MALE","2",1208,"00:20:08",2021-12-27
"283",316,"Wednesday",40,"morning",NA,19.99,"31.59","102.2","148.47",26.08,"434.0","U1000000",2021-12-29,1899-12-31 09:00:00,33,80,"MALE","2",1565,"00:26:05",2021-12-27
"284",317,"Thursday",40,"morning",NA,18.75,"31.18","33.32","141.0",23.48,"432.0","U1000000",2021-12-30,1899-12-31 06:00:00,33,80,"MALE","2",1409,"00:23:29",2021-12-27
"285",318,"Thursday",40,"morning",NA,11.69,"37.0","39.61","156.48",15.37,"242.0","U1000000",2021-12-30,1899-12-31 08:00:00,33,80,"MALE","2",922,"00:15:22",2021-12-27
"286",318,"Thursday",40,"morning",NA,27.16,"30.77","35.58","145.35",39.18,"597.0","U1000000",2021-12-30,1899-12-31 07:00:00,33,80,"MALE","2",2351,"00:39:11",2021-12-27
"287",319,"Thursday",40,"morning",NA,8.58,"28.14","20.26","156.27",11.68,"262.0","U1000000",2021-12-30,1899-12-31 09:00:00,33,80,"MALE","2",701,"00:11:41",2021-12-27
"288",319,"Thursday",40,"morning",NA,13.73,"30.77","20.42","155.8",17.05,"374.0","U1000000",2021-12-30,1899-12-31 08:00:00,33,80,"MALE","2",1023,"00:17:03",2021-12-27
"289",320,"Thursday",41,"evening",NA,44962,"32.86","68.97","166.32",4.52,"78.0","U1000000",2022-01-06,1899-12-31 19:00:00,33,80,"MALE","1",271,"00:04:31",2022-01-03
"290",320,"Thursday",41,"evening",NA,27.46,"33.25","68.97","176.38",49.2,"926.0","U1000000",2022-01-06,1899-12-31 20:00:00,33,80,"MALE","2",2952,"00:49:12",2022-01-03
"291",323,"Monday",42,"morning",NA,27.14,"29.6","4.63","165.94",35.78,"718.0","U1000000",2022-01-10,1899-12-31 08:00:00,33,80,"MALE","2",2147,"00:35:47",2022-01-10
"292",324,"Monday",42,"afternoon",NA,25.49,"26.52","25.67","173.04",37.33,"645.0","U1000000",2022-01-10,1899-12-31 14:00:00,33,80,"MALE","2",2240,"00:37:20",2022-01-10
"293",323,"Monday",42,"morning",NA,5.54,"26.22","2.34","141.33",8.42,"140.0","U1000000",2022-01-10,1899-12-31 07:00:00,33,80,"MALE","1",505,"00:08:25",2022-01-10
"294",325,"Friday",42,"morning",NA,25.19,"31.43","16.26","170.26",31.52,"621.0","U1000000",2022-01-14,1899-12-31 08:00:00,33,80,"MALE","2",1891,"00:31:31",2022-01-10
"295",326,"Friday",42,"afternoon",NA,0.92,"23.28","24.45","153.26",1.75,"26.0","U1000000",2022-01-14,1899-12-31 15:00:00,33,80,"MALE","1",105,"00:01:45",2022-01-10
"296",326,"Friday",42,"evening",NA,2.79,"26.13","18.22","176.45",4.33,"54.0","U1000000",2022-01-14,1899-12-31 17:00:00,33,80,"MALE","2",260,"00:04:20",2022-01-10
"297",326,"Friday",42,"evening",NA,30.56,"31.44","20.99","175.87",40.2,"516.0","U1000000",2022-01-14,1899-12-31 16:00:00,33,80,"MALE","2",2412,"00:40:12",2022-01-10
"298",327,"Sunday",42,"evening",NA,44965,"32.68","12.61","161.42",2.82,"53.0","U1000000",2022-01-16,1899-12-31 17:00:00,33,80,"MALE","1",169,"00:02:49",2022-01-10
"299",328,"Tuesday",43,"evening",NA,1.38,"36.96","52.0","184.41",1.63,"33.0","U1000000",2022-01-18,1899-12-31 19:00:00,33,80,"MALE","2",98,"00:01:38",2022-01-17
"300",328,"Tuesday",43,"evening",NA,16.18,"23.99","44.12","151.32",26.05,"474.0","U1000000",2022-01-18,1899-12-31 17:00:00,33,80,"MALE","2",1563,"00:26:03",2022-01-17
"301",328,"Tuesday",43,"evening",NA,32.35,"34.78","45.73","169.17",37.12,"674.0","U1000000",2022-01-18,1899-12-31 18:00:00,33,80,"MALE","2",2227,"00:37:07",2022-01-17
"302",329,"Wednesday",43,"morning",NA,13.56,"30.04","45152.0","160.17",17.52,"227.0","U1000000",2022-01-19,1899-12-31 08:00:00,33,80,"MALE","2",1051,"00:17:31",2022-01-17
"303",329,"Wednesday",43,"morning",NA,20.17,"37.33","10.54","169.88",22,"339.0","U1000000",2022-01-19,1899-12-31 07:00:00,33,80,"MALE","2",1320,"00:22:00",2022-01-17
"304",330,"Friday",43,"morning",NA,28.4,"28.95","19.57","161.1",38.67,"555.0","U1000000",2022-01-21,1899-12-31 08:00:00,33,80,"MALE","2",2320,"00:38:40",2022-01-17
"305",330,"Friday",43,"morning",NA,5.93,"30.03","15.58","145.29",7.58,"108.0","U1000000",2022-01-21,1899-12-31 07:00:00,33,80,"MALE","1",455,"00:07:35",2022-01-17
"306",330,"Friday",43,"morning",NA,0.23,"16.68","20.42","155.12",0.68,"6.0","U1000000",2022-01-21,1899-12-31 09:00:00,33,80,"MALE","1",41,"00:00:41",2022-01-17
"307",331,"Saturday",43,"morning",NA,14.38,"32.23","15.32","171.95",16.9,"384.0","U1000000",2022-01-22,1899-12-31 07:00:00,33,80,"MALE","2",1014,"00:16:54",2022-01-17
"308",332,"Saturday",43,"morning",NA,32.02,"34.6","8.47","170.39",38.72,"689.0","U1000000",2022-01-22,1899-12-31 08:00:00,33,80,"MALE","2",2323,"00:38:43",2022-01-17
"309",334,"Friday",44,"afternoon",NA,18.21,"26.14","51.15","166.54",29.3,"693.0","U1000000",2022-02-04,1899-12-31 12:00:00,33,80,"MALE","2",1758,"00:29:18",2022-01-31
"310",335,"Friday",44,"afternoon",NA,45040,"21.15","36.9","149.38",9.65,"170.0","U1000000",2022-02-04,1899-12-31 13:00:00,33,80,"MALE","1",579,"00:09:39",2022-01-31
"311",336,"Saturday",44,"afternoon",NA,13.74,"29.42","3.32","161.4",17.8,"452.0","U1000000",2022-02-05,1899-12-31 13:00:00,33,80,"MALE","2",1068,"00:17:48",2022-01-31
"312",336,"Saturday",44,"afternoon",NA,45101,"32.12","3.76","177.88",7.38,"219.0","U1000000",2022-02-05,1899-12-31 14:00:00,33,80,"MALE","1",443,"00:07:23",2022-01-31
"313",337,"Thursday",45,"morning",NA,27.08,"32.15","17.22","177.97",31.07,"596.0","U1000000",2022-02-10,1899-12-31 07:00:00,33,80,"MALE","2",1864,"00:31:04",2022-02-07
"314",337,"Thursday",45,"morning",NA,13.45,"29.75","14.25","166.59",17.3,"299.0","U1000000",2022-02-10,1899-12-31 06:00:00,33,80,"MALE","2",1038,"00:17:18",2022-02-07
"315",338,"Thursday",45,"evening",NA,6.49,"26.72","24.27","173.25",8.63,"170.0","U1000000",2022-02-10,1899-12-31 18:00:00,33,80,"MALE","2",518,"00:08:38",2022-02-07
"316",338,"Thursday",45,"evening",NA,45166,"28.21","19.13","170.57",10.88,"215.0","U1000000",2022-02-10,1899-12-31 16:00:00,33,80,"MALE","1",653,"00:10:53",2022-02-07
"317",338,"Thursday",45,"evening",NA,22.18,"26.57","49.67","173.43",31.35,"557.0","U1000000",2022-02-10,1899-12-31 17:00:00,33,80,"MALE","2",1881,"00:31:21",2022-02-07
"318",339,"Friday",45,"morning",NA,15.77,"31.04","-3.12","168.0",18.57,"391.0","U1000000",2022-02-11,1899-12-31 09:00:00,33,80,"MALE","2",1114,"00:18:34",2022-02-07
"319",339,"Friday",45,"morning",NA,5.41,"27.98","2.0","160.7",7.72,"128.0","U1000000",2022-02-11,1899-12-31 10:00:00,33,80,"MALE","2",463,"00:07:43",2022-02-07
"320",341,"Saturday",45,"afternoon",NA,23.71,"29.46","18.92","163.83",28.73,"529.0","U1000000",2022-02-12,1899-12-31 15:00:00,33,80,"MALE","2",1724,"00:28:44",2022-02-07
"321",341,"Saturday",45,"afternoon",NA,12.75,"29.64","16.22","153.66",15.83,"284.0","U1000000",2022-02-12,1899-12-31 14:00:00,33,80,"MALE","2",950,"00:15:50",2022-02-07
"322",342,"Monday",46,"morning",NA,26.37,"31.23","44.27","169.51",32.17,"579.0","U1000000",2022-02-14,1899-12-31 11:00:00,33,80,"MALE","2",1930,"00:32:10",2022-02-14
"323",342,"Monday",46,"morning",NA,28.44,"31.42","45.28","172.92",31.87,"690.0","U1000000",2022-02-14,1899-12-31 10:00:00,33,80,"MALE","2",1912,"00:31:52",2022-02-14
"324",343,"Tuesday",46,"morning",NA,23.65,"29.72","27.82","162.74",28.93,"635.0","U1000000",2022-02-15,1899-12-31 08:00:00,33,80,"MALE","2",1736,"00:28:56",2022-02-14
"325",343,"Tuesday",46,"morning",NA,45028,"28.1","24.31","168.18",5.77,"103.0","U1000000",2022-02-15,1899-12-31 09:00:00,33,80,"MALE","1",346,"00:05:46",2022-02-14
"326",344,"Tuesday",46,"morning",NA,3.75,"24.55","10.73","153.32",6.43,"101.0","U1000000",2022-02-15,1899-12-31 09:00:00,33,80,"MALE","1",386,"00:06:26",2022-02-14
"327",345,"Wednesday",46,"morning",NA,5.51,"25.71","45115.0","127.61",8.67,"110.0","U1000000",2022-02-16,1899-12-31 08:00:00,33,80,"MALE","1",520,"00:08:40",2022-02-14
"328",345,"Wednesday",46,"morning",NA,16.41,"31.35","45175.0","151.86",19.98,"359.0","U1000000",2022-02-16,1899-12-31 09:00:00,33,80,"MALE","2",1199,"00:19:59",2022-02-14
"329",346,"Saturday",46,"morning",NA,23.22,"30.5","39.78","167.25",29.1,"545.0","U1000000",2022-02-19,1899-12-31 07:00:00,33,80,"MALE","2",1746,"00:29:06",2022-02-14
"330",346,"Saturday",46,"morning",NA,29.13,"29.65","49.54","169.63",35.6,"711.0","U1000000",2022-02-19,1899-12-31 08:00:00,33,80,"MALE","2",2136,"00:35:36",2022-02-14
"331",346,"Saturday",46,"morning",NA,5.55,"35.78","-3.37","178.87",4.75,"125.0","U1000000",2022-02-19,1899-12-31 09:00:00,33,80,"MALE","2",285,"00:04:45",2022-02-14
"332",347,"Sunday",46,"morning",NA,45110,"29.86","172.75","161.72",8.92,"165.0","U1000000",2022-02-20,1899-12-31 07:00:00,33,80,"MALE","1",535,"00:08:55",2022-02-14
"333",347,"Sunday",46,"morning",NA,22.55,"28.53","215.76","160.39",28.92,"555.0","U1000000",2022-02-20,1899-12-31 06:00:00,33,80,"MALE","2",1735,"00:28:55",2022-02-14
"334",348,"Monday",47,"evening",NA,9.74,"27.44","31.58","159.74",14.52,"265.0","U1000000",2022-02-21,1899-12-31 16:00:00,33,80,"MALE","2",871,"00:14:31",2022-02-21
"335",348,"Monday",47,"evening",NA,45223,"26.8","28.92","163.95",15.33,"271.0","U1000000",2022-02-21,1899-12-31 17:00:00,33,80,"MALE","1",920,"00:15:20",2022-02-21
"336",350,"Tuesday",48,"morning",NA,27.71,"30.95","278.38","168.13",32.87,"629.0","U1000000",2022-03-01,1899-12-31 07:00:00,33,80,"MALE","2",1972,"00:32:52",2022-02-28
"337",351,"Thursday",48,"morning",NA,27.49,"30.89","52.24","177.55",33.78,"695.0","U1000000",2022-03-03,1899-12-31 11:00:00,33,80,"MALE","2",2027,"00:33:47",2022-02-28
"338",352,"Thursday",48,"afternoon",NA,6.83,"21.1","27.84","155.17",14.38,"146.0","U1000000",2022-03-03,1899-12-31 12:00:00,33,80,"MALE","1",863,"00:14:23",2022-02-28
"339",353,"Friday",48,"morning",NA,45266,"33.0","23.35","171.85",15,"294.0","U1000000",2022-03-04,1899-12-31 07:00:00,33,80,"MALE","1",900,"00:15:00",2022-02-28
"340",355,"Monday",49,"evening",NA,20,"34.54","44984.0","173.25",21.02,"493.0","U1000000",2022-03-07,1899-12-31 18:00:00,33,80,"MALE","2",1261,"00:21:01",2022-03-07
"341",356,"Thursday",49,"morning",NA,2.41,"25.71","44973.0","164.87",3.82,"64.0","U1000000",2022-03-10,1899-12-31 08:00:00,33,80,"MALE","2",229,"00:03:49",2022-03-07
"342",356,"Thursday",49,"morning",NA,28.8,"32.53","7.39","175.62",32.53,"675.0","U1000000",2022-03-10,1899-12-31 07:00:00,33,80,"MALE","2",1952,"00:32:32",2022-03-07
"343",357,"Friday",49,"morning",NA,13.98,"27.15","30.03","165.38",18.72,"380.0","U1000000",2022-03-11,1899-12-31 07:00:00,33,80,"MALE","2",1123,"00:18:43",2022-03-07
"344",357,"Friday",49,"morning",NA,14.27,"26.86","23.81","165.85",22.02,"331.0","U1000000",2022-03-11,1899-12-31 08:00:00,33,80,"MALE","2",1321,"00:22:01",2022-03-07
"345",358,"Saturday",49,"evening",NA,14.15,"32.71","45010.0","165.59",14.37,"372.0","U1000000",2022-03-12,1899-12-31 18:00:00,33,80,"MALE","2",862,"00:14:22",2022-03-07
"346",358,"Saturday",49,"evening",NA,9.53,"33.85","44957.0","179.64",9.92,"228.0","U1000000",2022-03-12,1899-12-31 19:00:00,33,80,"MALE","2",595,"00:09:55",2022-03-07
"347",359,"Monday",50,"evening",NA,23.54,"31.98","3.33","179.37",25.45,"565.0","U1000000",2022-03-14,1899-12-31 18:00:00,33,80,"MALE","2",1527,"00:25:27",2022-03-14
"348",359,"Monday",50,"evening",NA,11.42,"30.17","-7.97","165.63",13.75,"300.0","U1000000",2022-03-14,1899-12-31 17:00:00,33,80,"MALE","2",825,"00:13:45",2022-03-14
"349",360,"Wednesday",50,"morning",NA,22.42,"29.65","-17.29","160.64",26.77,"535.0","U1000000",2022-03-16,1899-12-31 07:00:00,33,80,"MALE","2",1606,"00:26:46",2022-03-14
"350",365,"Sunday",50,"morning",NA,25.76,"32.9","66.93","173.73",28.98,"599.0","U1000000",2022-03-20,1899-12-31 09:00:00,33,80,"MALE","2",1739,"00:28:59",2022-03-14
"351",366,"Monday",51,"morning",NA,15.2,"31.61","23.13","165.18",17.87,"384.0","U1000000",2022-03-21,1899-12-31 08:00:00,33,80,"MALE","2",1072,"00:17:52",2022-03-21
"352",366,"Monday",51,"morning",NA,17.43,"31.7","23.76","148.16",20.7,"363.0","U1000000",2022-03-21,1899-12-31 07:00:00,33,80,"MALE","2",1242,"00:20:42",2022-03-21
"353",372,"Thursday",51,"evening",NA,19.15,"32.75","22.1","175.83",19.65,"460.0","U1000000",2022-03-24,1899-12-31 17:00:00,33,80,"MALE","2",1179,"00:19:39",2022-03-21
"354",373,"Friday",51,"morning",NA,18.86,"28.78","31.06","167.53",24.4,"468.0","U1000000",2022-03-25,1899-12-31 07:00:00,33,80,"MALE","2",1464,"00:24:24",2022-03-21
"355",374,"Friday",51,"morning",NA,45040,"21.2","16.1","154.0",8.92,"112.0","U1000000",2022-03-25,1899-12-31 08:00:00,33,80,"MALE","1",535,"00:08:55",2022-03-21
"356",375,"Tuesday",52,"morning",NA,26.7,"31.78","30.73","168.57",28.85,"646.0","U1000000",2022-03-29,1899-12-31 06:00:00,33,80,"MALE","2",1731,"00:28:51",2022-03-28
"357",376,"Sunday",52,"morning",NA,18.61,"29.13","6.91","170.77",22.38,"500.0","U1000000",2022-04-03,1899-12-31 07:00:00,33,80,"MALE","2",1343,"00:22:23",2022-03-28
"358",377,"Monday",53,"evening",NA,13.09,"33.36","11.81","176.37",13.12,"371.0","U1000000",2022-04-04,1899-12-31 18:00:00,33,80,"MALE","2",787,"00:13:07",2022-04-04
"359",378,"Tuesday",53,"morning",NA,28.68,"31.82","39.78","173.38",33.23,"737.0","U1000000",2022-04-05,1899-12-31 09:00:00,33,80,"MALE","2",1994,"00:33:14",2022-04-04
"360",378,"Tuesday",53,"morning",NA,28.43,"31.6","27.6","167.87",31.67,"708.0","U1000000",2022-04-05,1899-12-31 08:00:00,33,80,"MALE","2",1900,"00:31:40",2022-04-04
"361",379,"Friday",53,"morning",NA,17.07,"31.61","6.73","177.12",19.77,"417.0","U1000000",2022-04-08,1899-12-31 07:00:00,33,80,"MALE","2",1186,"00:19:46",2022-04-04
"362",379,"Friday",53,"morning",NA,16.31,"34.11","44992.0","172.64",16,"387.0","U1000000",2022-04-08,1899-12-31 06:00:00,33,80,"MALE","2",960,"00:16:00",2022-04-04
"363",380,"Friday",53,"evening",NA,17.27,"29.04","-16.33","159.66",21.33,"421.0","U1000000",2022-04-08,1899-12-31 16:00:00,33,80,"MALE","2",1280,"00:21:20",2022-04-04
"364",380,"Friday",53,"evening",NA,16.18,"31.44","-16.85","163.15",17.55,"369.0","U1000000",2022-04-08,1899-12-31 17:00:00,33,80,"MALE","2",1053,"00:17:33",2022-04-04
"365",381,"Friday",53,"evening",NA,8.49,"23.53","24.11","142.08",14.48,"168.0","U1000000",2022-04-08,1899-12-31 18:00:00,33,80,"MALE","1",869,"00:14:29",2022-04-04
"366",386,"Friday",54,"morning",NA,30.52,"32.33","29.43","168.87",33.07,"678.0","U1000000",2022-04-15,1899-12-31 08:00:00,33,80,"MALE","2",1984,"00:33:04",2022-04-11
"367",386,"Friday",54,"morning",NA,19.14,"30.17","19.21","168.68",21.95,"503.0","U1000000",2022-04-15,1899-12-31 07:00:00,33,80,"MALE","2",1317,"00:21:57",2022-04-11
"368",387,"Friday",54,"morning",NA,3.92,"26.72","14.44","162.69",5.88,"105.0","U1000000",2022-04-15,1899-12-31 10:00:00,33,80,"MALE","2",353,"00:05:53",2022-04-11
"369",388,"Sunday",54,"morning",NA,26.46,"31.56","30.15","172.77",27.53,"687.0","U1000000",2022-04-17,1899-12-31 08:00:00,33,80,"MALE","2",1652,"00:27:32",2022-04-11
"370",389,"Monday",55,"morning",NA,45113,"25.25","16.45","136.26",10.73,"179.0","U1000000",2022-04-18,1899-12-31 07:00:00,33,80,"MALE","1",644,"00:10:44",2022-04-18
"371",389,"Monday",55,"morning",NA,13.42,"29.13","13.37","145.71",16.12,"292.0","U1000000",2022-04-18,1899-12-31 08:00:00,33,80,"MALE","2",967,"00:16:07",2022-04-18
"372",390,"Thursday",55,"morning",NA,27.22,"28.81","67.99","169.68",35.98,"689.0","U1000000",2022-04-21,1899-12-31 07:00:00,33,80,"MALE","2",2159,"00:35:59",2022-04-18
"373",392,"Friday",55,"morning",NA,13.16,"26.76","77.39","157.66",20.47,"329.0","U1000000",2022-04-22,1899-12-31 08:00:00,33,80,"MALE","2",1228,"00:20:28",2022-04-18
"374",392,"Friday",55,"morning",NA,17.77,"27.24","85.13","153.59",26.17,"451.0","U1000000",2022-04-22,1899-12-31 07:00:00,33,80,"MALE","2",1570,"00:26:10",2022-04-18
